data_seed,model_seed,node_index,explanation_seconds,ig_completeness_residual,ig_0,feature_0,ig_1,feature_1,ig_2,feature_2,ig_3,feature_3,ig_4,feature_4,ig_5,feature_5
2026,0,456,0.149345808000362,0.0002642422914505005,0.06384897977113724,Age (normalized),0.14521993696689606,Health score,0.0,Smoking status,0.03174922987818718,BMI risk index,0.11417410522699356,Preventive check-up adherence,0.06598775833845139,Claims in previous 12 months (normalized)
2026,0,461,0.18905827599974145,3.390014171600342e-05,0.12700457870960236,Age (normalized),0.1958298683166504,Health score,0.0,Smoking status,0.034062277525663376,BMI risk index,0.07454392313957214,Preventive check-up adherence,0.034039922058582306,Claims in previous 12 months (normalized)
2026,0,464,0.12886495899874717,0.00010577589273452759,0.07697822153568268,Age (normalized),0.17513327300548553,Health score,0.0,Smoking status,0.02298904024064541,BMI risk index,0.09672614187002182,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,469,0.15804899300019315,0.0003574937582015991,0.11979522556066513,Age (normalized),0.19486920535564423,Health score,0.0,Smoking status,0.11088725179433823,BMI risk index,0.13122648000717163,Preventive check-up adherence,0.12188491225242615,Claims in previous 12 months (normalized)
2026,0,471,0.13233851099994354,0.0004477202892303467,0.0895252376794815,Age (normalized),0.18015526235103607,Health score,0.0,Smoking status,0.12682992219924927,BMI risk index,0.09591616690158844,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,478,0.14572144699923228,6.631016731262207e-05,0.028038010001182556,Age (normalized),0.19537490606307983,Health score,0.0,Smoking status,0.02996458113193512,BMI risk index,0.06702948361635208,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,483,0.14221024800008308,0.00018921494483947754,0.1553996056318283,Age (normalized),0.1474757194519043,Health score,0.21385742723941803,Smoking status,0.0910610556602478,BMI risk index,0.1158970445394516,Preventive check-up adherence,0.03519293665885925,Claims in previous 12 months (normalized)
2026,0,492,0.15520640700015065,0.00036882609128952026,0.02290545031428337,Age (normalized),0.16301634907722473,Health score,0.0,Smoking status,0.029536379501223564,BMI risk index,0.09643684327602386,Preventive check-up adherence,0.024662956595420837,Claims in previous 12 months (normalized)
2026,0,504,0.17980046000047878,0.00020795315504074097,0.040730103850364685,Age (normalized),0.21766409277915955,Health score,0.0,Smoking status,0.08344655483961105,BMI risk index,0.055651355534791946,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,513,0.12242404300013732,0.000338137149810791,0.08750612288713455,Age (normalized),0.22745807468891144,Health score,0.0,Smoking status,0.0639229267835617,BMI risk index,0.06323236227035522,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,514,0.12995896200027346,0.0003085508942604065,0.10261469334363937,Age (normalized),0.23229557275772095,Health score,0.0,Smoking status,0.03289483115077019,BMI risk index,0.09481318295001984,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,523,0.1577043399993272,5.003809928894043e-05,0.10423500090837479,Age (normalized),0.20642462372779846,Health score,0.0,Smoking status,0.04939217492938042,BMI risk index,0.09527440369129181,Preventive check-up adherence,0.03132693096995354,Claims in previous 12 months (normalized)
2026,0,524,0.1305762189995221,0.0005078762769699097,0.11128661781549454,Age (normalized),0.23559105396270752,Health score,0.0,Smoking status,0.06984209269285202,BMI risk index,0.08805403858423233,Preventive check-up adherence,0.02919105626642704,Claims in previous 12 months (normalized)
2026,0,526,0.1432408070004385,0.0003246217966079712,0.021302727982401848,Age (normalized),0.1777171939611435,Health score,0.0,Smoking status,0.045622676610946655,BMI risk index,0.1055779904127121,Preventive check-up adherence,0.025532711297273636,Claims in previous 12 months (normalized)
2026,0,534,0.14751279700067244,0.00016088411211967468,0.04359917342662811,Age (normalized),0.14454512298107147,Health score,0.2279311716556549,Smoking status,0.027847642078995705,BMI risk index,0.08934906870126724,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,543,0.16220062299998972,9.267032146453857e-05,0.14364516735076904,Age (normalized),0.2084079384803772,Health score,0.0,Smoking status,0.07364305108785629,BMI risk index,0.10922279953956604,Preventive check-up adherence,0.031013576313853264,Claims in previous 12 months (normalized)
2026,0,546,0.13194814499911445,0.0003575161099433899,0.09978076070547104,Age (normalized),0.20943282544612885,Health score,0.0,Smoking status,0.006647138856351376,BMI risk index,0.08245330303907394,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,548,0.13396476399975654,0.0002862215042114258,0.025928232818841934,Age (normalized),0.16677984595298767,Health score,0.0,Smoking status,0.10847856104373932,BMI risk index,0.10195214301347733,Preventive check-up adherence,0.06920316070318222,Claims in previous 12 months (normalized)
