data_seed,model_seed,node_index,target,prediction,important_feature_delta,random_feature_delta_mean,feature_rank_spearman,feature_top2_causal_overlap,important_edge_delta,random_edge_delta_mean,fidelity_plus,fidelity_minus,characterization,sparsity,causal_edge_precision,causal_edge_recall,random_causal_edge_precision,random_causal_edge_recall
2026,0,157,0.20722629129886627,0.2292284071445465,0.08104106783866882,0.11318605542182922,0.8285714285714287,0.5,0.03299158811569214,0.03915165439248085,0.03299158811569214,0.0349959135055542,0.06380191450032383,0.6,0.5,0.5,0.4125,0.4125
2026,0,159,0.10457098484039307,0.10900164395570755,0.03990190476179123,0.09706160500645637,0.8857142857142858,1.0,0.12896326929330826,0.12896326929330826,0.12896326929330826,0.0,0.22846317998287896,0.0,1.0,1.0,1.0,1.0
2026,0,163,0.1712649166584015,0.16041108965873718,0.2522832453250885,0.061882421001791955,0.8285714285714287,0.5,0.07718949019908905,0.030064232647418976,0.07718949019908905,0.0028703510761260986,0.1432868995067228,0.6363636363636364,0.75,0.75,0.4625,0.4625
2026,0,166,0.4017978012561798,0.3744526505470276,0.08002442121505737,0.14851153306663037,0.14285714285714288,0.5,0.09736528992652893,0.0654766395688057,0.09736528992652893,0.08939039707183838,0.17592058815648162,0.6,0.5,0.5,0.4625,0.4625
2026,0,167,0.26921096444129944,0.2818394601345062,0.05026322603225708,0.09557437673211097,0.5428571428571429,0.5,0.06673073768615723,0.03720815554261207,0.06673073768615723,0.03863433003425598,0.12479888046585226,0.6,0.25,0.25,0.425,0.425
2026,0,168,0.059346601366996765,0.07092297077178955,0.22867685556411743,0.07203491572290659,0.823529411764706,0.5,0.08626557886600494,0.08626557886600494,0.08626557886600494,0.0,0.15882962793695618,0.0,1.0,1.0,1.0,1.0
2026,0,173,0.16493801772594452,0.16814666986465454,0.036829784512519836,0.11213953755795955,0.8857142857142858,1.0,0.08645927906036377,0.08645927906036377,0.08645927906036377,0.0,0.15915788235549708,0.0,1.0,1.0,1.0,1.0
2026,0,180,0.07717175781726837,0.0759851410984993,0.0632365420460701,0.09136012736707926,0.823529411764706,0.5,0.08720871061086655,0.03563215881586075,0.08720871061086655,0.0003829002380371094,0.1604218772553989,0.4285714285714286,1.0,1.0,0.6,0.6
2026,0,184,0.3964274525642395,0.3625396490097046,0.09212258458137512,0.11371997073292732,0.823529411764706,0.5,0.0471767783164978,0.015203186869621277,0.0471767783164978,0.01741158962249756,0.0900309237905577,0.6,0.5,0.5,0.375,0.375
2026,0,189,0.09945345669984818,0.10374552011489868,0.027441486716270447,0.06524071972817183,0.8823529411764706,1.0,0.11273488402366638,0.03436564914882183,0.11273488402366638,0.00040480494499206543,0.20261836033145708,0.4285714285714286,0.75,0.75,0.5625,0.5625
2026,0,193,0.09773705899715424,0.10538826882839203,0.06972789764404297,0.06695295497775078,0.9411764705882354,1.0,0.09418907761573792,0.09418907761573792,0.09418907761573792,0.0,0.17216234294894991,0.0,1.0,1.0,1.0,1.0
2026,0,198,0.49825531244277954,0.4706132113933563,0.00992932915687561,0.1461230605840683,0.8285714285714287,1.0,0.01511332392692566,0.030464975535869597,0.01511332392692566,0.013922274112701416,0.02977036618780453,0.4285714285714286,1.0,1.0,0.525,0.525
2026,0,203,0.08607996255159378,0.09186241775751114,0.08074773102998734,0.05834247823804617,0.9411764705882354,1.0,0.0024858862161636353,0.023899953067302703,0.0024858862161636353,0.002448439598083496,0.004959413634563026,0.4285714285714286,0.75,0.75,0.5375,0.5375
2026,0,217,0.12807588279247284,0.1159614697098732,0.30771150439977646,0.059562207013368604,0.6571428571428573,0.5,0.08463532477617264,0.08463532477617264,0.08463532477617264,0.0,0.1560622687512748,0.0,1.0,1.0,1.0,1.0
2026,0,223,0.14813151955604553,0.16787409782409668,0.30712997913360596,0.06355948001146317,0.8285714285714287,0.5,0.07250533998012543,0.02770308926701546,0.07250533998012543,0.006874114274978638,0.13514418168425504,0.4285714285714286,0.75,0.75,0.55,0.55
2026,0,230,0.19095106422901154,0.17494404315948486,0.08895948529243469,0.07356289252638817,1.0,1.0,0.08612579107284546,0.03031931146979332,0.08612579107284546,0.006852969527244568,0.15850593463220905,0.6,0.5,0.5,0.3875,0.3875
2026,0,237,0.4450484812259674,0.38028332591056824,0.06681761145591736,0.133038991689682,0.5428571428571429,0.5,0.011451661586761475,0.011451661586761475,0.011451661586761475,0.0,0.022644011615535146,0.0,1.0,1.0,1.0,1.0
2026,0,247,0.21061760187149048,0.19245214760303497,0.060562506318092346,0.10480850860476494,0.8857142857142858,1.0,0.05993586778640747,0.017326151579618455,0.05993586778640747,0.014108657836914062,0.11300194252644123,0.7142857142857143,0.75,0.75,0.3,0.3
2026,0,251,0.17958301305770874,0.15667824447155,0.26879240572452545,0.08893856927752494,0.942857142857143,0.5,0.004644930362701416,0.014585401117801666,0.004644930362701416,0.0095205157995224,0.009246498553279227,0.6363636363636364,0.5,0.5,0.2625,0.2625
2026,0,254,0.1817951500415802,0.23521752655506134,0.06233237683773041,0.1447241261601448,0.6,0.5,0.1558629721403122,0.060102503001689914,0.1558629721403122,0.00196269154548645,0.26961959160361704,0.4285714285714286,1.0,1.0,0.5375,0.5375
2026,0,255,0.07519707828760147,0.09923843294382095,0.23266645520925522,0.07898425459861755,1.0,1.0,0.06552847474813461,0.06552847474813461,0.06552847474813461,0.0,0.12299713485108688,0.0,1.0,1.0,1.0,1.0
2026,0,256,0.12291170656681061,0.1351083666086197,0.07224257290363312,0.12175273112952709,0.823529411764706,0.5,0.09786157310009003,0.07037540078163147,0.09786157310009003,0.008784055709838867,0.17813599131597438,0.4285714285714286,0.75,0.75,0.5625,0.5625
2026,0,260,0.3875533640384674,0.4040585458278656,0.08031144738197327,0.2116596907377243,0.8285714285714287,0.5,0.04984074831008911,0.027092494070529938,0.04984074831008911,0.029397189617156982,0.09481282912563989,0.6923076923076923,0.5,0.5,0.175,0.175
2026,0,261,0.06057557091116905,0.04910232871770859,0.14258409291505814,0.0198663093149662,1.0,1.0,0.0826982632279396,0.0826982632279396,0.0826982632279396,0.0,0.15276326939212834,0.0,1.0,1.0,1.0,1.0
2026,0,294,0.12459751218557358,0.13844723999500275,0.07795241475105286,0.0817092077806592,0.823529411764706,0.5,0.0669962614774704,0.0369949460029602,0.0669962614774704,0.0009540021419525146,0.12557165781071034,0.4285714285714286,0.75,0.75,0.55,0.55
2026,0,296,0.11230845749378204,0.11198879778385162,0.061582326889038086,0.11614067647606134,0.9411764705882354,1.0,0.07353498041629791,0.023185841739177704,0.07353498041629791,0.007138587534427643,0.13692852865799485,0.6,0.75,0.75,0.4125,0.4125
2026,0,299,0.23923072218894958,0.23942478001117706,0.11758606135845184,0.1401294693350792,0.6571428571428573,0.5,0.03220279514789581,0.08388575911521912,0.03220279514789581,0.05845308303833008,0.062275638415054825,0.4285714285714286,0.75,0.75,0.5875,0.5875
2026,0,301,0.21901488304138184,0.16478900611400604,0.21160639822483063,0.06320224106311798,1.0,1.0,0.054834410548210144,0.007633971422910691,0.054834410548210144,0.0030443966388702393,0.10395130611642195,0.75,0.75,0.75,0.3,0.3
2026,0,305,0.23035861551761627,0.24350768327713013,0.021018564701080322,0.12988334149122238,0.8857142857142858,1.0,0.10644915699958801,0.05317229107022285,0.10644915699958801,0.01487964391708374,0.19213660731881277,0.4285714285714286,0.75,0.75,0.5875,0.5875
2026,0,308,0.10309592634439468,0.11457789689302444,0.2773521766066551,0.04590681679546833,0.823529411764706,0.5,0.08722931891679764,0.08722931891679764,0.08722931891679764,0.0,0.16046167519416027,0.0,1.0,1.0,1.0,1.0
2026,0,310,0.4217661917209625,0.43190187215805054,0.03553891181945801,0.1677185133099556,0.6,1.0,0.009829521179199219,0.02128056585788727,0.009829521179199219,0.008685797452926636,0.019466024144684412,0.6,0.5,0.5,0.3875,0.3875
2026,0,313,0.20015017688274384,0.176924467086792,0.04094451665878296,0.078032186627388,1.0,1.0,0.01705116033554077,0.04975600242614746,0.01705116033554077,0.0016284286975860596,0.0335296683958674,0.4285714285714286,0.75,0.75,0.625,0.625
2026,0,316,0.14613434672355652,0.15136615931987762,0.15691156685352325,0.06232688315212727,0.942857142857143,0.5,0.019892767071723938,0.03622910417616367,0.019892767071723938,0.03034175932407379,0.03898573266040845,0.4285714285714286,0.5,0.5,0.5625,0.5625
2026,0,319,0.09499972313642502,0.08731357753276825,0.08631767332553864,0.05877601467072964,0.9411764705882354,0.5,0.009820640087127686,0.012465962022542954,0.009820640087127686,0.010857656598091125,0.019448189993107618,0.6363636363636364,0.5,0.5,0.375,0.375
2026,0,323,0.1524464190006256,0.15232841670513153,0.24495796859264374,0.03875213153660297,0.8285714285714287,0.5,0.09322012960910797,0.09322012960910797,0.09322012960910797,0.0,0.17054228528053134,0.0,1.0,1.0,1.0,1.0
2026,0,324,0.07815613597631454,0.08314114809036255,0.24385735392570496,0.07206241376698017,0.823529411764706,0.5,0.11499395966529846,0.11499395966529846,0.11499395966529846,0.0,0.2062683096504265,0.0,1.0,1.0,1.0,1.0
2026,0,333,0.12176952511072159,0.12060552090406418,0.16717863827943802,0.03678265661001205,1.0,1.0,0.08587626367807388,0.025449489057064057,0.08587626367807388,0.0008886381983757019,0.15815839505432447,0.4285714285714286,0.75,0.75,0.625,0.625
2026,0,334,0.09939588606357574,0.07485625147819519,0.18001288175582886,0.038092320784926414,0.942857142857143,0.5,0.08915111422538757,0.02498013451695442,0.08915111422538757,0.0007134005427360535,0.1636979546963554,0.6,0.75,0.75,0.425,0.425
2026,0,344,0.11422166973352432,0.12139907479286194,0.0736255943775177,0.04705391637980938,1.0,1.0,0.10517503321170807,0.023603078350424765,0.10517503321170807,0.007496833801269531,0.19019518384120732,0.6,0.75,0.75,0.375,0.375
2026,0,346,0.3209264874458313,0.2594355046749115,0.003711491823196411,0.09090103134512902,0.8857142857142858,1.0,0.05228409171104431,0.05228409171104431,0.05228409171104431,0.0,0.09937257841849319,0.0,1.0,1.0,1.0,1.0
2026,0,352,0.18140864372253418,0.17055976390838623,0.007530510425567627,0.12947032749652862,1.0,1.0,0.10185813903808594,0.0644474633038044,0.10185813903808594,0.01703128218650818,0.18458865338145705,0.4285714285714286,0.75,0.75,0.5625,0.5625
2026,0,353,0.5624237656593323,0.5849373936653137,0.3702530711889267,0.14877567887306214,0.3714285714285715,0.5,0.011913836002349854,0.011913836002349854,0.011913836002349854,0.0,0.023547135296452627,0.0,1.0,1.0,1.0,1.0
2026,0,362,0.5384830236434937,0.48074355721473694,0.030340462923049927,0.08830031603574753,0.8857142857142858,1.0,0.02258238196372986,0.02258238196372986,0.02258238196372986,0.0,0.044167359739493026,0.0,1.0,1.0,1.0,1.0
2026,0,372,0.10207643359899521,0.12294237315654755,0.0628984123468399,0.05177441388368607,1.0,1.0,0.09581165015697479,0.09581165015697479,0.09581165015697479,0.0,0.17486882922489425,0.0,1.0,1.0,1.0,1.0
2026,0,375,0.204747274518013,0.22423940896987915,0.29503172636032104,0.0957302376627922,0.8285714285714287,0.5,0.009053751826286316,0.020441818237304687,0.009053751826286316,0.013322636485099792,0.01794285996338974,0.4285714285714286,0.75,0.75,0.5625,0.5625
2026,0,376,0.25718966126441956,0.28611865639686584,0.059548646211624146,0.1421436958014965,0.4285714285714286,0.5,0.06251358985900879,0.026723353564739226,0.06251358985900879,0.0012027919292449951,0.11766279800309792,0.4285714285714286,0.75,0.75,0.55,0.55
2026,0,383,0.08734112232923508,0.0986134484410286,0.3403376266360283,0.061570818349719045,0.4705882352941177,0.0,0.07799778133630753,0.028037577494978906,0.07799778133630753,0.000428810715675354,0.1447041204368897,0.6923076923076923,0.75,0.75,0.3625,0.3625
2026,0,386,0.05649079754948616,0.05822109431028366,0.20755211263895035,0.058040297403931615,0.7647058823529412,0.5,0.037912726402282715,0.037842634879052636,0.037912726402282715,0.020322546362876892,0.0730003964086818,0.4285714285714286,0.75,0.75,0.5625,0.5625
2026,0,395,0.08865049481391907,0.09359295666217804,0.05292658507823944,0.08629897367209197,0.9411764705882354,1.0,0.0820070207118988,0.04332765191793442,0.0820070207118988,0.0002554655075073242,0.15158022256088666,0.4285714285714286,0.75,0.75,0.625,0.625
2026,0,396,0.20994709432125092,0.2160981148481369,0.26459212601184845,0.09364659562706948,0.7714285714285715,0.5,0.007035776972770691,0.007962807267904281,0.007035776972770691,0.08157961070537567,0.013964575010363444,0.7894736842105263,0.5,0.5,0.225,0.225
2026,0,400,0.05340709537267685,0.052808765321969986,0.23601838573813438,0.04365759696811437,0.5428571428571429,0.5,0.08268022164702415,0.03947443813085556,0.08268022164702415,0.0033464618027210236,0.1526933345535839,0.4285714285714286,0.75,0.75,0.6,0.6
2026,0,403,0.19824182987213135,0.2035014033317566,0.04985451698303223,0.1079791508615017,0.8857142857142858,1.0,0.008610472083091736,0.01843574717640877,0.008610472083091736,0.011344730854034424,0.01707225715844102,0.6,0.5,0.5,0.4,0.4
2026,0,406,0.35228341817855835,0.4054759442806244,0.01877427101135254,0.0949570283293724,0.8857142857142858,1.0,0.003114670515060425,0.04095411449670792,0.003114670515060425,0.019147515296936035,0.006209622541823878,0.4285714285714286,0.75,0.75,0.65,0.65
2026,0,410,0.07008732855319977,0.08359044790267944,0.10354644060134888,0.047663658298552035,0.7714285714285715,0.5,0.01791708916425705,0.011413074657320976,0.01791708916425705,0.011251501739025116,0.03519638542463423,0.6,0.75,0.75,0.3625,0.3625
2026,0,411,0.16586019098758698,0.1594455987215042,0.05735543370246887,0.09215735159814357,1.0,1.0,0.09905268251895905,0.032514048367738725,0.09905268251895905,0.0036677271127700806,0.18019123564299055,0.4285714285714286,1.0,1.0,0.55,0.55
2026,0,413,0.1053871437907219,0.1020621806383133,0.2701386362314224,0.0674392580986023,0.8285714285714287,0.5,0.07443629205226898,0.034096121415495874,0.07443629205226898,0.0017950907349586487,0.1385415217368309,0.4285714285714286,0.75,0.75,0.5625,0.5625
2026,0,424,0.11790277063846588,0.12845385074615479,0.09871067106723785,0.10134227909147739,0.6571428571428573,0.5,0.11997812986373901,0.053287281095981597,0.11997812986373901,0.00768221914768219,0.21407330626712884,0.4285714285714286,0.75,0.75,0.625,0.625
2026,0,426,0.19161652028560638,0.1728675812482834,0.10453347861766815,0.07129177153110504,0.7714285714285715,1.0,0.11267192661762238,0.05711558610200882,0.11267192661762238,0.001627802848815918,0.20249154201530165,0.4285714285714286,1.0,1.0,0.55,0.55
2026,0,431,0.3250475227832794,0.3768618106842041,0.04261040687561035,0.16379422806203364,0.7714285714285715,0.5,0.07120192050933838,0.038023681938648225,0.07120192050933838,0.024665385484695435,0.1327152858377556,0.6,0.75,0.75,0.45,0.45
2026,0,436,0.1931055784225464,0.173338383436203,0.07283271849155426,0.11310427263379097,1.0,1.0,0.017962366342544556,0.026207973062992097,0.017962366342544556,0.03475522994995117,0.035268418074095594,0.4285714285714286,0.5,0.5,0.5375,0.5375
2026,0,439,0.04005919769406319,0.0361851342022419,0.1477574221789837,0.04386273454874754,0.9411764705882354,1.0,0.06797905638813972,0.06797905638813972,0.06797905638813972,0.0,0.12730410017223004,0.0,1.0,1.0,1.0,1.0
2026,0,441,0.4353298544883728,0.4399529695510864,0.09097862243652344,0.1939195342361927,0.4285714285714286,0.5,0.06352603435516357,0.03705764710903168,0.06352603435516357,0.05164223909378052,0.1190757436425836,0.4285714285714286,0.75,0.75,0.5875,0.5875
2026,0,446,0.09813545644283295,0.09877212345600128,0.131532222032547,0.08155857548117637,0.6,0.5,0.08872541785240173,0.08872541785240173,0.08872541785240173,0.0,0.1629895222386187,0.0,1.0,1.0,1.0,1.0
2026,0,448,0.10666656494140625,0.11316274106502533,0.10513310134410858,0.0769028414040804,0.5882352941176471,0.5,0.0825120061635971,0.02139166332781315,0.0825120061635971,0.0018346160650253296,0.152424079685834,0.6923076923076923,0.75,0.75,0.3125,0.3125
2026,0,453,0.11982730776071548,0.14355041086673737,0.11624695360660553,0.12657480910420418,0.8285714285714287,0.5,0.054396986961364746,0.054396986961364746,0.054396986961364746,0.0,0.10318122611129571,0.0,1.0,1.0,1.0,1.0
2026,0,456,0.21801450848579407,0.18246272206306458,0.2564544677734375,0.08647005073726177,0.6571428571428573,0.5,0.08684492111206055,0.04149345085024834,0.08684492111206055,0.004395157098770142,0.15975470994602414,0.6,1.0,1.0,0.425,0.425
2026,0,461,0.2780458331108093,0.21748177707195282,0.04839955270290375,0.10445374138653278,0.942857142857143,1.0,0.06612591445446014,0.06612591445446014,0.06612591445446014,0.0,0.12404897687586364,0.0,1.0,1.0,1.0,1.0
2026,0,464,0.0987943634390831,0.10704189538955688,0.2568338215351105,0.061602103896439074,0.823529411764706,0.5,0.06714574992656708,0.06714574992656708,0.06714574992656708,0.0,0.12584176047402623,0.0,1.0,1.0,1.0,1.0
2026,0,469,0.263583779335022,0.3138601779937744,0.30940812826156616,0.11414070129394531,0.48571428571428577,0.5,0.0414501428604126,0.024877424538135528,0.0414501428604126,0.02811846137046814,0.079509265042142,0.6923076923076923,0.25,0.25,0.2625,0.2625
2026,0,471,0.1980017125606537,0.17726805806159973,0.055291905999183655,0.10412024110555648,0.8823529411764706,1.0,0.004683077335357666,0.040834910422563556,0.004683077335357666,0.020160257816314697,0.009321602705247118,0.4285714285714286,0.75,0.75,0.575,0.575
2026,0,478,0.05608092248439789,0.05032164976000786,0.21252893283963203,0.05395698882639408,0.411764705882353,0.0,0.07525545731186867,0.019620029628276824,0.07525545731186867,0.0007055029273033142,0.1399699735867762,0.4285714285714286,0.75,0.75,0.5125,0.5125
2026,0,483,0.6026462912559509,0.5464550256729126,0.34377366304397583,0.13052466958761216,0.7714285714285715,0.5,0.005808413028717041,0.00933552086353302,0.005808413028717041,0.010872125625610352,0.011549007319009676,0.6,0.5,0.5,0.45,0.45
2026,0,492,0.08178675174713135,0.08326540142297745,0.22759511321783066,0.03993906415998936,0.6,0.5,0.00620877742767334,0.01117304600775242,0.00620877742767334,0.003730088472366333,0.012340647650094152,0.6,0.5,0.5,0.375,0.375
2026,0,504,0.11074735224246979,0.12182196974754333,0.10588383674621582,0.09390297420322895,0.823529411764706,0.5,0.08750209212303162,0.03977438919246197,0.08750209212303162,0.007249467074871063,0.16082858133916697,0.6,0.75,0.75,0.3625,0.3625
2026,0,513,0.12247360497713089,0.14506234228610992,0.10533277690410614,0.08695076741278171,0.5882352941176471,0.5,0.07033079862594604,0.01930857598781586,0.07033079862594604,0.0022806674242019653,0.13139907091373645,0.6,1.0,1.0,0.375,0.375
2026,0,514,0.0828433409333229,0.10124613344669342,0.08188797533512115,0.10005817003548145,0.7058823529411765,0.5,0.05530641973018646,0.031504766643047334,0.05530641973018646,0.002473480999469757,0.1048022308617111,0.4285714285714286,1.0,1.0,0.475,0.475
2026,0,523,0.18594612181186676,0.17600825428962708,0.07802104949951172,0.07596566788852215,0.8857142857142858,1.0,0.0671032965183258,0.011861364543437957,0.0671032965183258,0.005165994167327881,0.12572614434413917,0.6,0.75,0.75,0.3375,0.3375
2026,0,524,0.13768067955970764,0.14422298967838287,0.09405356645584106,0.09364608395844698,0.7142857142857143,0.5,0.0963655412197113,0.03786902166903019,0.0963655412197113,0.0019959360361099243,0.1757600015713462,0.6,0.75,0.75,0.3875,0.3875
2026,0,526,0.0834156796336174,0.09511872380971909,0.2555067613720894,0.05786556527018547,0.6,0.5,0.06679002195596695,0.023101042956113815,0.06679002195596695,0.007035695016384125,0.12516128699916715,0.4285714285714286,0.75,0.75,0.4875,0.4875
2026,0,534,0.2631284296512604,0.3151102066040039,0.05235639214515686,0.13045332953333855,1.0,1.0,0.08147752285003662,0.042803213000297546,0.08147752285003662,0.005983203649520874,0.1506098633755155,0.4285714285714286,0.75,0.75,0.525,0.525
2026,0,543,0.1861840784549713,0.167558491230011,0.03596408665180206,0.06974972151219845,0.8857142857142858,1.0,0.1035904586315155,0.1035904586315155,0.1035904586315155,0.0,0.18773351621754814,0.0,1.0,1.0,1.0,1.0
2026,0,546,0.05659933760762215,0.06702052801847458,0.05518878996372223,0.06925857495516538,0.9411764705882354,1.0,0.08187500387430191,0.012251022830605507,0.08187500387430191,0.003589525818824768,0.15131635006547203,0.75,0.75,0.75,0.275,0.275
2026,0,548,0.22439129650592804,0.20562708377838135,0.05430245399475098,0.08194387219846248,0.942857142857143,1.0,0.006137728691101074,0.02596602067351341,0.006137728691101074,0.0936170220375061,0.012192891116667824,0.4285714285714286,0.5,0.5,0.525,0.525
2026,0,553,0.294223815202713,0.3382275104522705,0.0384252667427063,0.17849423363804817,0.8285714285714287,1.0,0.041157931089401245,0.03780029267072678,0.041157931089401245,0.03222644329071045,0.07895790316563728,0.4285714285714286,0.75,0.75,0.55,0.55
2026,0,563,0.277960866689682,0.2670929729938507,0.02067221701145172,0.06221658661961556,0.942857142857143,1.0,0.07675451040267944,0.07675451040267944,0.07675451040267944,0.0,0.14256640610490717,0.0,1.0,1.0,1.0,1.0
